Feature_1,Feature_2,Target
0.9585091026110965,-1.5043882905762904,0
0.868559073392061,-1.855987146667463,0
1.7800845714765803,1.4845378821225665,1
1.1200838649617604,-1.536818146207267,0
1.2841423349400325,-1.3819982132455968,0
1.7626935467669742,1.0206638570289182,1
1.3598404415133152,-1.4747314281310904,0
1.3306684488058662,1.3499215481821012,1
0.6916325716992477,-1.8974648498715276,0
1.715065857998467,1.8266263231334183,1
0.7439523454048577,-2.0503853904096085,0
2.3505891772264915,1.355652075693238,1
2.5898081325771933,0.14107080892492818,1
0.9148134118458975,2.6337171619549125,1
0.12605013406319254,-2.3698837442399925,0
4.595607805904736,0.4098449112864917,0
0.9124238436683413,1.9909718853007794,1
3.0047044597110597,-0.32709038447905425,0
1.4295651408995782,1.6878113491488744,1
0.6716517405147236,2.4146271573374785,1
0.16495136672696264,2.1199760534585854,1
2.2244005270550757,0.9767180349232267,1
2.6199206609258394,0.38206677927895294,1
2.7256903105884227,0.8708453559288813,1
2.6229833426204685,-0.5677355418372935,0
0.4882314566076449,-2.1360138679605063,0
1.7509084802227677,-1.2385481653496726,0
1.9906556083961657,-1.213430905635904,0
2.9690714123505977,-0.9361874044072108,0
2.6527053090266,0.46933404781794774,1
2.419635760842755,0.5132383674128088,1
1.4497475834386242,1.5595646549641546,1
2.7948463117675733,-0.8087475327557951,0
3.1144909943868946,-0.6927486774690765,0
1.6039444695896352,1.187740662377358,1
2.3725921409148563,1.3425128967755204,1
0.735647272686789,2.0231368280455397,1
3.195364220185789,0.05837424913732847,1
2.859261178052075,-0.5850779466236291,0
0.9881751565633177,1.4910948718144108,1
1.284553995062409,1.355291147895532,1
2.44903736282277,0.575678407661748,1
0.4716200919129041,-2.162353439331508,0
1.4027058606863418,1.5851801605958884,1
-0.34592026956528854,-2.6907581641564096,0
0.5423081202907976,2.092339239649996,1
-0.07238952725989023,-2.414231014207254,0
0.49375785246018045,2.9708174597264603,1
0.5082409566749748,-2.107540246484056,0
1.0166381564596003,-1.8161003778895117,0
3.277259088489589,-0.5750443936917841,0
1.5042217671401326,1.774275538632203,1
2.057468890271904,1.3168612898259693,1
-0.11619026943661614,-2.281350354842095,0
3.4534554997577542,-0.46611850685150746,1
1.988194199162577,0.6676683406258643,0
1.12515476671256,1.4153977750720526,1
0.2616322404272098,-2.1564994643508877,0
2.5395865043616257,0.9020408866572627,1
3.710759533608727,-0.5584041708192045,1
0.6235884289638297,1.79354965784028,1
-0.3470938180872887,-2.8359019698615446,0
-0.25294936284410263,3.109154538039112,1
2.454563472497407,-0.8595787494755618,0
1.678456390721616,1.6504052849173338,1
1.3517139732934287,-1.5018655901927926,0
2.073303442532043,1.2105108356005427,1
-0.06061667703282714,-2.408471697303418,0
0.18171541875022257,2.5741437675089305,1
1.73060080611126,0.747646437612642,1
1.8670257533123937,-1.2192361346300222,0
1.2387876205165613,1.06329834830216,0
4.067379591581957,-0.0310720419857895,0
0.9262323371887528,2.132243088285936,1
0.9228893807369883,-1.9386250629039243,0
2.6650045550284305,-0.8647696246395055,0
0.7837820694723779,1.978637502410212,1
0.3995992577804057,-1.7574483193009214,0
1.4204216536284415,1.1800189747323508,1
3.2321366381362573,0.00476717391857262,1
1.4615886164783967,-1.733970276033551,0
-0.37500777245014083,3.0935670055467517,1
3.6030896985820156,-0.2665151567638264,0
1.171921525880784,-1.6362809640727962,0
3.5495737396744325,-0.7180434139175805,0
1.8800006730177368,0.9768468420222118,1
1.9778081432981613,0.9205299081363795,1
1.7061235865735653,-1.4982120956134235,0
1.8114286176245078,-1.2467466743527842,0
2.775501935457494,-1.0192106180149005,0
1.86783686796395,-1.41435582778423,0
1.7237531083945927,-1.2624731316697761,0
3.674435701003125,-0.3478457063522933,0
0.5256863845708144,2.2006480894317093,1
3.7064596692356306,-0.3726403274666461,1
1.638715586358472,1.4984600029000048,1
2.804900640665805,-0.7090371703386802,0
-0.6001975784833626,-2.584263407988736,1
4.166990774181063,0.028224457178980256,0
1.255945257725254,-1.6723519003492904,0
2.3131538401577796,-0.9922738463871612,0
0.6704532273604299,-1.984558271651032,0
2.389988355099432,-0.8680421647850928,0
1.285978009973902,-1.6461621279322545,0
0.9712927850557441,2.4823583486226797,1
1.652310872112445,1.1132182869208211,1
2.113644423114181,-1.0948683991968735,0
1.6584228593311703,1.2648153458231108,1
0.6783429594066189,-2.0221418330344023,0
2.203804739544275,-1.3874075279872258,0
0.6325819255658224,2.4200414930407885,1
2.9630427506163413,-0.7200819148314348,0
-0.39482915731621016,2.862005851184681,1
0.18885298959993468,-1.9626830971562637,0
-0.28710278816913104,-2.159833920315573,0
4.274083471784108,-0.2012180859688777,0
1.0482933431334718,-1.890957409909452,0
1.202331766110575,-1.6650829760362373,0
1.6328989144795882,1.0071866676238797,1
0.1268727702800425,2.412432507377739,1
2.3578822875069996,-1.101168361656184,0
2.5264241871528132,-0.9478925869972709,1
2.9993081096822998,0.37824465364323157,1
1.2683282605138986,1.9403869523943977,1
0.7566032052977115,2.1997079972582507,1
2.689730972955501,0.389561035350767,1
0.2220847004362878,2.3889741276221677,1
2.517150024795102,-0.8084678369525227,0
2.338533844572007,-1.325089315590629,0
2.0138518860222554,-1.3311058981537816,1
2.497284940172155,0.5755931775988207,1
1.5267776940818156,1.6251056222810443,1
2.525209969480381,0.2546897571388913,1
2.0954931246680557,-1.0668260742472846,0
0.3855184101913567,1.691995683463591,1
2.199228027248244,0.8696792070404026,1
-0.17549357080794126,2.459773872053715,1
1.9594182658003845,-1.2863509203499404,0
1.3868059175391387,1.835945955052362,1
1.3971580470906664,-1.6945731522158316,0
-0.2779929948932047,-2.431188020408346,0
1.9373966004685064,1.2188195333573997,1
0.8933176982918243,-1.790065569274531,0
0.17177739401765146,-2.3987328686289664,0
1.9261853513515885,0.8494147322997734,1
0.7696776767540218,-1.9718083415207617,0
0.3349872802997156,2.184961637519457,1
2.130684981978529,1.3496297460124913,1
2.2491592909146223,0.5940338166680362,1
2.6531752835087667,-0.7568187164113681,0
1.6141253321453304,1.4255406788606988,1
2.832642349686143,0.6939457135378446,1
0.2948143906677656,2.529821951739326,1
2.4047725537868265,0.2456771730681664,1
1.6199386363607389,1.408043529220053,1
1.5457070527754393,-1.4418811598433825,0
2.8649881690465375,-0.7853163412388504,0
2.049570605612987,-1.2736916517513674,0
1.9872583579048542,-1.2021484230546897,0
1.8654447314161406,-1.2663775082761326,0
1.4619872509710325,2.0375987593422202,1
0.49420507786047607,2.1162564454223025,1
1.7321259251052474,-1.6615907574315743,0
2.892047122802177,-0.20878063136813285,1
3.2143942548085125,-0.6341637673250408,0
0.5838364188868308,2.075013087051617,1
1.2199139226153157,1.4804640913452523,1
1.4146555156565257,1.1247592179549843,1
0.06740454725438982,-2.502718054734891,0
1.390909172646262,1.2477034899898574,1
3.1045061532822773,-1.151478548047436,0
4.010052260781782,0.03729119465579256,0
1.372125462112761,1.6152970874119978,1
2.537133608272105,-0.9703466916809891,0
2.928768414022404,-0.7545403394372634,0
0.5712815150593318,-2.0618979193402387,0
0.40684183857337985,2.0715693198632312,1
-0.02781994789051012,2.0875521545779603,1
1.266060752448728,1.5616742363629466,1
2.1414870643580772,0.8799551870438852,1
0.560340321297953,2.303990436257467,1
1.344653171226399,-1.4410899064935758,0
3.254838604278463,-0.12895489715711306,1
2.6952499523822238,0.13073780929840173,1
3.446332984200831,0.05105532840186888,1
1.0789092478431441,-1.6176384902071619,0
3.1479283106927824,-0.46932979434172517,0
1.731903935965771,-1.4251638924042045,0
1.717086856369418,0.646701057082302,1
0.5031388608551197,-1.8817749308861573,1
2.2139388332493555,0.9516387975964059,1
3.9026908928470307,-0.1992308948012813,0
0.609681481932384,-1.8854926869692745,0
1.3587084895006996,2.3465735417563844,1
1.3996471061617697,2.000105799989804,1
0.6139584588479243,2.5290696961735115,1
2.074241549616929,-1.2145254386052857,0
4.638715401007325,0.17530512229692286,0
1.1010341786957325,2.035352502532186,1
2.0372489614153215,-0.927222477106714,0
0.37473484569449456,1.8688878390669803,0
1.705470511548027,0.9001201322272663,1
3.2556436767393295,-0.3695700962052222,0
2.6223315997794225,-0.7205634972499713,0
1.0425486599115357,2.2957776707757374,1
-0.023707001708533904,-2.250999655968988,0
3.2167145129757126,0.03890364672361302,1
2.115755535167537,-0.9987657430859902,0
0.2361335085818681,-2.128119493134771,0
-1.0505365422665172,-2.8752139944982895,0
2.5959539533421703,-0.6611171412000755,0
1.8077324222071698,1.3325052265192991,1
1.854478771944337,-1.448528413950235,0
1.222111486728974,1.3803043679897153,1
0.5946999658073988,-2.3993575368971363,0
0.045055364481503934,2.562500365947697,1
2.298248308188299,0.5150248616833809,1
0.14554053288202407,-2.369192017978669,0
1.6501796030089049,1.6058473707035572,1
1.6038589525427223,1.5029213540222326,1
0.9886378202275277,1.6875597769279294,1
1.289678052163414,-1.9029157387336137,0
1.7102685353828304,-1.3148260328718633,0
1.6951842698660298,2.285164064542822,1
0.2501612761659022,-2.369888413084062,0
0.5793147134735565,1.940466396344688,1
0.44744568358616554,-2.103918421921313,0
2.625089501749118,-0.8599316901828817,0
2.252474878650907,0.6976829041697171,1
1.5612144018005065,-1.55922165350172,0
1.6124775158797877,1.1645004305285933,1
1.2228546479906253,1.6119985696208134,1
2.480046714126093,0.928288310616039,1
-0.1743248534848132,2.8214071845649915,1
1.0014584229802235,1.9198226805332246,1
2.4859875347106515,0.38902205986710015,1
0.6739922939707987,-1.9723730253709664,0
1.2365153820589367,1.815101072740325,1
1.8396819345658437,1.4360793700436598,1
2.337150837567628,1.2996398526513913,1
2.0821966628647512,-0.909592579872247,0
1.7528191373481874,-1.489721997422365,0
2.3203374525324056,0.873494689812693,1
-0.8465631779130831,-2.788347103238803,0
-1.9073607431208437,-3.3483460788961454,0
2.3780772897796685,0.48185158378988513,0
1.326233382459991,-1.5074195591366388,0
-0.13621106002536054,-2.3562380954553124,0
2.569670000533523,-0.9577161117723942,0
2.596769833886447,-0.042330646371816716,1
4.045050078881084,-0.1473962021540669,0
2.143367939038627,0.5812548700106146,1
0.37323931820750866,-2.1902523408293644,0
0.6292993314639221,1.7852989889674908,1
-0.04930130398661814,2.562139310776351,1
1.9388463089666281,1.0994218352037075,1
2.159325863776862,1.3636706393400302,1
2.6045481478437216,0.6835530157951147,1
2.088787987176863,-1.0323139629555231,0
1.2845339091519097,-1.7591541893450184,0
0.8947576421677903,2.614299484421495,1
1.45666682288534,-1.6636705294330043,0
2.5418005325310506,0.33604919021133295,1
1.5600389011155953,1.087986407994769,1
1.1124972133899953,-1.3782419343667973,0
1.2618720655265563,1.3754269084374562,1
2.4529333310872135,0.7007454363329009,1
1.3810172839759947,1.661966309697337,1
0.9433652024281062,2.07099976868977,1
0.9345073512687551,1.7045859001181674,1
1.4527544692188303,0.7354895717997725,0
2.9288172538715065,-0.5246111453958833,0
1.2392730582467824,1.6729212322503246,1
1.543478029661644,1.3040772971132462,1
-0.19723552753309215,-2.2968635497741667,0
2.3520696936818686,-0.9761988614358789,0
2.715882530590609,-0.9247906717097816,0
-1.9727177022170639,-3.350971449868199,0
